aun,school_num,location_id,school_name,school_name_label,street_address,zip_code,phone_number,grade_level,grade_org,enrollment,type,type_specific,objectid,Shape__Area,Shape__Length
126515001,3649,2380,"MEREDITH, WILLIAM M. SCHOOL",WILLIAM M. MEREDITH SCHOOL,725 S 5TH ST,19147,(215) 400-7990,ELEMENTARY/MIDDLE,K-8,579,1,DISTRICT,230,5187.02734375,302.442346020128
126515001,3751,7310,FELTONVILLE INTERMEDIATE,FELTONVILLE INTERMEDIATE SCHOOL,238 E WYOMING AVE,19120,(215) 400-3730,ELEMENTARY SCHOOL,3-5,483,1,DISTRICT,231,11708.2578125,533.175216772861
133513315,8149,3406,JOHN B STETSON MIDDLE SCHOOL,JOHN B STETSON MIDDLE SCHOOL,3200 B ST,19134,(215) 400-9150,MIDDLE SCHOOL,5-8,511,1,DISTRICT,232,11147.5859375,511.44484046529
126515001,7904,2620,ACADEMY AT PALUMBO,ACADEMY AT PALUMBO,1100 CATHARINE ST,19147,(215) 400-8130,HIGH SCHOOL,9-12,1242,1,DISTRICT,233,6547.2890625,383.080959652798
226514088,,,ROXBOROUGH CHRISTIAN SCHOOL,ROXBOROUGH CHRISTIAN SCHOOL,6301 RIDGE AVE,19128,(267) 804-5715,ELEMENTARY SCHOOL,PREK-5,,3,PRIVATE,234,9076.0546875,407.442041237065
226518692,,,SS JOHN NEUMANN AND MARIA GORETTI CATHOLIC HIGH SCHOOL,SS JOHN NEUMANN AND MARIA GORETTI CATHOLIC HIGH SCHOOL,1736 S 10TH ST,19148,(215) 465-8437,HIGH SCHOOL,9-12,,3,ARCHDIOCESE,235,26743.046875,657.220250377853
326510160,,,RED LION ELEMENTARY SCHOOL,RED LION ELEMENTARY SCHOOL,256 GEIGER RD,19115,(215) 673-2100,ELEMENTARY SCHOOL,K-5,,3,PRIVATE,236,8840.46484375,405.893446927036
126515001,6529,8210,"BROWN, JOSEPH H. SCHOOL",JOSEPH H. BROWN SCHOOL,3600 STANWOOD ST,19136,(215) 400-3320,ELEMENTARY/MIDDLE,K-8,427,1,DISTRICT,237,15416.89453125,530.083641768409
326510173,,,EXCELSIOR SCHOOL OF PHILADELPHIA,EXCELSIOR SCHOOL OF PHILADELPHIA,2106 HAINES ST,19138,(267) 900-5494,ELEMENTARY SCHOOL,PREK-5,,3,PRIVATE,238,9823.140625,411.460877530543
126515001,7230,7220,"CARNELL, LAURA H. SCHOOL",LAURA H. CARNELL SCHOOL,1100 DEVEREAUX AVE,19111,(215) 400-3150,ELEMENTARY SCHOOL,K-5,652,1,DISTRICT,239,25529.19140625,650.636061210032
126515001,6539,6350,"PENNYPACKER, SAMUEL SCHOOL",SAMUEL PENNYPACKER SCHOOL,1858 E WASHINGTON LN,19138,(215) 400-3510,ELEMENTARY/MIDDLE,K-8,302,1,DISTRICT,240,18032.703125,542.104877763388
126515001,3629,2370,"MCDANIEL, DELAPLAINE SCHOOL",DELAPLAINE MCDANIEL SCHOOL,1801 S 22ND ST,19145,(215) 400-8220,ELEMENTARY/MIDDLE,K-8,240,1,DISTRICT,241,7328.80859375,408.474247635298
226519282,,,ST ROSE OF LIMA SCHOOL,ST ROSE OF LIMA SCHOOL,1508-46 N WANAMAKER ST,19131,(215) 473-6030,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,242,7677.46875,368.561031638336
226518471,,,PHILLY AGILE LEARNING COMMUNITY SCHOOL,PHILLY AGILE LEARNING COMMUNITY SCHOOL,756 S 11TH ST,19147,(484) 816-7788,ELEMENTARY/MIDDLE/HIGH,K-12,,3,PRIVATE,243,724.12109375,124.872478974396
126515001,3687,5250,"DUNBAR, PAUL L. SCHOOL",PAUL L. DUNBAR SCHOOL,1750 N 12TH ST,19122,(215) 400-7410,ELEMENTARY/MIDDLE,K-8,223,1,DISTRICT,244,7053.703125,373.486896153382
126515001,3648,2340,"MC CALL, GEN. GEORGE A. SCHOOL",GENERAL GEORGE A. MCCALL SCHOOL,325 S 7TH ST,19106,(215) 400-7840,ELEMENTARY/MIDDLE,K-8,667,1,DISTRICT,245,14424.65625,498.651807324893
126515001,3845,8010,"LINCOLN, ABRAHAM HIGH SCHOOL",ABRAHAM LINCOLN HIGH SCHOOL,3201 RYAN AVE,19136,(215) 400-3300,HIGH SCHOOL,9-12,2332,1,DISTRICT,246,235885.47265625,2416.3803905286
126515001,3664,4240,"CASSIDY,LEWIS C ACADEMICS PLUS",LEWIS C. CASSIDY ACADEMICS PLUS SCHOOL,6523 LANSDOWNE AVE,19151,(215) 400-7510,ELEMENTARY/MIDDLE,K-8,363,1,DISTRICT,247,13299.86328125,529.634981301067
126515001,7963,7150,JUNIATA PARK ACADEMY,JUNIATA PARK ACADEMY,801 E HUNTING PARK AVE,19124,(215) 400-7010,ELEMENTARY/MIDDLE,K-8,784,1,DISTRICT,248,34762.87109375,843.887503690731
300514200,,,HMS SCHOOL FOR CHILDREN W/CEREBRAL PALSY,HMS SCHOOL FOR CHILDREN W/CEREBRAL PALSY,4400 BALTIMORE AVE,19104,(215) 222-2566,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE,249,20255.91796875,586.040572413235
126515001,3824,6360,ROOSEVELT ELEMENTARY SCHOOL,THEODORE ROOSEVELT SCHOOL,430 E WASHINGTON LN,19144,(215) 400-3640,ELEMENTARY/MIDDLE,K-8,407,1,DISTRICT,250,35684.0390625,756.771118634691
126515001,3855,8020,NORTHEAST HIGH SCHOOL,NORTHEAST HIGH SCHOOL,1601 COTTMAN AVE,19111,(215) 400-3200,HIGH SCHOOL,9-12,3541,1,DISTRICT,251,239988.36328125,2019.86689329661
126511530,,3441,TECH FREIRE CHARTER SCHOOL,TECH FREIRE CHARTER SCHOOL,2221 N BROAD ST,19132,(267) 507-1111,HIGH SCHOOL,9-12,565,2,CHARTER,252,1688.234375,176.267867106256
,,3850,NORTHEAST HIGH SCHOOL EOP,NORTHEAST HIGH SCHOOL EOP,1601 COTTMAN AVE,19111,(215) 400-3200,HIGH SCHOOL,9-12,185,1,DISTRICT,253,239988.36328125,2019.86689329661
126515001,3694,5340,"LUDLOW, JAMES R. SCHOOL",JAMES R. LUDLOW SCHOOL,550 W MASTER ST,19122,(215) 400-7430,ELEMENTARY/MIDDLE,K-8,237,1,DISTRICT,254,6046.46875,321.086609469232
126515001,7235,8380,"FARRELL, LOUIS H. SCHOOL",LOUIS H. FARRELL SCHOOL,8300 CASTOR AVE,19152,(215) 400-3230,ELEMENTARY/MIDDLE,K-8,1255,1,DISTRICT,255,26437.12890625,705.106699401979
126515001,3800,5530,GLORIA CASAREZ ELEMENTARY SCHOOL,GLORIA CASAREZ ELEMENTARY SCHOOL,800 E ONTARIO ST,19134,(215) 400-7160,ELEMENTARY SCHOOL,K-5,438,1,DISTRICT,256,6737.578125,344.198709946066
126515001,3758,8200,"ALLEN, ETHAN SCHOOL",ETHAN ALLEN SCHOOL ,6329 BATTERSBY ST,19149,(215) 400-3270,ELEMENTARY/MIDDLE,K-8,1018,1,DISTRICT,257,38844.61328125,783.461363627601
147513703,8123,3403,FRANKLIN TOWNE ELEMENTARY,FRANKLIN TOWNE CHARTER ELEMENTARY SCHOOL,4259 RICHMOND ST,19137,(215) 289-3389,ELEMENTARY/MIDDLE,K-8,958,2,CHARTER,258,19684.14453125,672.863325580431
126515001,6525,5230,"CONWELL, RUSSELL MIDDLE SCHOOL",RUSSELL H. CONWELL SCHOOL,1849 E CLEARFIELD ST,19134,(215) 400-7210,MIDDLE SCHOOL,5-8,109,1,DISTRICT,259,7028.7421875,336.018542558545
126515001,3642,2510,"COPPIN, FANNY JACKSON SCHOOL
",FANNY JACKSON COPPIN SCHOOL,1213 S 12TH ST,19147,(215) 400-7970,ELEMENTARY/MIDDLE,K-8,541,1,DISTRICT,260,5507.796875,300.197314700017
126515001,5183,7510,"BETHUNE, MARY MCLEOD SCHOOL",MARY M. BETHUNE SCHOOL,3301 OLD YORK RD,19140,(215) 400-3890,ELEMENTARY/MIDDLE,K-8,353,1,DISTRICT,261,26700.94140625,673.095561928867
126515001,7024,6480,AMY NORTHWEST,ACADEMY FOR THE MIDDLE YEARS AT NORTHWEST,6000 RIDGE AVE,19128,(215) 400-3460,MIDDLE SCHOOL,6-8,136,1,DISTRICT,262,11737.41796875,433.721268705801
126515001,7472,4370,OVERBROOK ELEMENTARY SCHOOL,OVERBROOK ELEMENTARY SCHOOL,2032 N 62ND ST,19151,(215) 400-7520,ELEMENTARY/MIDDLE,K-8,215,1,DISTRICT,263,8893.1171875,413.326237034174
0,,,CHRIST THE KING SCHOOL,CHRIST THE KING SCHOOL,3205 CHESTERFIELD RD,19114,(215) 632-1375,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,264,4489.515625,385.911208836928
226511852,,,GIRARD COLLEGE,GIRARD COLLEGE,2101 S COLLEGE AVE,19121,(215) 787-2600,ELEMENTARY/MIDDLE/HIGH,1-12,,3,PRIVATE,265,294782.64453125,2705.11839474916
126515001,3714,6270,JENKS ACADEMY ARTS & SCIENCES,JENKS ACADEMY FOR ARTS AND SCIENCES,8301 GERMANTOWN AVE,19118,(215) 400-3360,ELEMENTARY/MIDDLE,K-8,380,1,DISTRICT,266,16959.47265625,523.642035818052
126513420,7649,3334,NEW FOUNDATIONS CHARTER SCHOOL,NEW FOUNDATIONS CHARTER SCHOOL,8001 TORRESDALE AVE,19136,(215) 624-8100,ELEMENTARY/MIDDLE/HIGH,K-8,1538,2,CHARTER,267,23614.171875,666.565707622486
,,,,JAMES J. SULLIVAN SCHOOL,5300 DITMAN ST,19124,(215) 400-3960,ELEMENTARY SCHOOL,K-5,378,1,DISTRICT,268,16950.9140625,597.52494683183
126515001,3622,2260,"CHILDS, GEORGE W. SCHOOL",GEORGE W. CHILDS SCHOOL,1599 WHARTON ST,19146,(215) 400-7950,ELEMENTARY/MIDDLE,K-8,443,1,DISTRICT,269,12336.33203125,454.875317010507
126515492,,3443,KIPP WEST PHILA CHARTER SCHOOL,KIPP WEST PHILADELPHIA ELEMENTARY ACADEMY,5070 PARKSIDE AVE,19131,(267) 787-5700,ELEMENTARY SCHOOL,K-4,823,2,CHARTER,270,26202.359375,859.562225465769
126515001,3713,6260,"HOUSTON, HENRY H. SCHOOL",HENRY H. HOUSTON SCHOOL,7300 RURAL LN,19119,(215) 400-3490,ELEMENTARY/MIDDLE,K-8,473,1,DISTRICT,271,21713.3203125,642.02135928597
126515001,8493,"8130
","NORTHEAST COMMUNITY PROPEL ACADEMY
",NORTHEAST COMMUNITY PROPEL ACADEMY,7500 ROWLAND AVE,19136,(215) 400-8350,ELEMENTARY/MIDDLE,K-8,1715,1,DISTRICT,272,159304.359375,2290.54188708155
226510026,,,ALL SAINTS EPISCOPAL SCHOOL,ALL SAINTS EPISCOPAL SCHOOL,9601 FRANKFORD AVE,19114,(215) 637-8788,PRE-K/KINDERGARTEN,PREK-K,,3,PRIVATE,273,1909.6796875,351.436938758423
226510232,,,ALPHA HOUSE NURSERY & KINDERGARTEN,ALPHA HOUSE NURSERY & KINDERGARTEN,9801 FRANKFORD AVE,19114,(215) 632-3366,PRE-K/KINDERGARTEN,PREK-K,,3,PRIVATE,274,8099.4921875,494.357233384006
168513758,8145,3410,GUION S BLUFORD ELEMENTARY SCHOOL,GUION S BLUFORD ELEMENTARY SCHOOL,5720 MEDIA ST,19131,(215) 400-9170,ELEMENTARY/MIDDLE,K-8,490,1,DISTRICT,275,13076.953125,544.104086137044
126515001,3847,1010,"BARTRAM, JOHN HIGH SCHOOL",JOHN BARTRAM HIGH SCHOOL,2401 S 67TH ST,19142,(215) 400-8100,HIGH SCHOOL,9-12,594,1,DISTRICT,276,13314.43359375,932.43121863441
126510015,7825,3379,AD PRIMA CHARTER SCHOOL,AD PRIMA CHARTER SCHOOL,1922 N 63RD ST,19151,(267) 403-2672,ELEMENTARY/MIDDLE,K-8,617,2,CHARTER,277,7419.8046875,365.146897765556
126513450,7666,3331,FRANKLIN TOWNE CHARTER SCHOOL,FRANKLIN TOWNE CHARTER HIGH SCHOOL,5301 TACONY ST,19137,(215) 289-5000,HIGH SCHOOL,9-12,1306,2,CHARTER,278,4311.65234375,359.604449532563
226511652,,,FRIENDS SELECT SCHOOL,FRIENDS SELECT SCHOOL,1651 BENJAMIN FRANKLIN PKY,19103,(215) 561-5900,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE,279,10937.69140625,453.717463409432
126515001,3805,2480,MARIAN ANDERSON NEIGHBORHOOD ACADEMY,MARIAN ANDERSON NEIGHBORHOOD ACADEMY,2000 CATHARINE ST,19146,(215) 400-7940,ELEMENTARY/MIDDLE,K-8,348,1,DISTRICT,280,7820.56640625,472.492006317797
226519422,,,BLESSED TRINITY REGIONAL CATHOLIC SCHOOL,BLESSED TRINITY REGIONAL CATHOLIC SCHOOL,3033 LEVICK ST,19149,(215) 338-9797,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,281,5891.26171875,677.200953101409
326510170,,,BRIDGE WAY SCHOOL,BRIDGE WAY SCHOOL,7360 JACKSON ST,19136,(267) 437-2194,UNGRADED,9-12,,3,PRIVATE,282,1081.41796875,195.038838919069
226510732,,,CALVARY CHRISTIAN ACADEMY,CALVARY CHRISTIAN ACADEMY,13500 PHILMONT AVE,19116,(215) 969-1579,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE,283,21603.28125,836.668480970416
126515001,3616,1440,PENROSE SCHOOL,PENROSE SCHOOL,2515 S 78TH ST,19153,(215) 400-8310,ELEMENTARY/MIDDLE,K-8,429,1,DISTRICT,284,35043.60546875,809.851027260852
226517602,,,DEPAUL CATHOLIC SCHOOL,DEPAUL CATHOLIC SCHOOL,44 W LOGAN ST,19144,(215) 842-1266,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,285,1772.796875,194.543293641459
,,3290,EXCEL ACADEMY SOUTH,EXCEL ACADEMY SOUTH,4641 ROOSEVELT BLVD,19124,(215) 904-6254,HIGH SCHOOL,9-12,183,1,CONTRACTED,286,374.875,87.9514104014622
226511802,,,GESU SCHOOL,GESU SCHOOL,1700 W THOMPSON ST,19121,(215) 763-3660,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,287,1884.2109375,215.994758153766
126515001,5125,5320,"HARTRANFT, JOHN F. SCHOOL",JOHN F. HARTRANFT SCHOOL,720 W CUMBERLAND ST,19133,(215) 400-7090,ELEMENTARY/MIDDLE,K-8,337,1,DISTRICT,288,16073.3828125,507.164024048303
126515001,3843,6050,"GIRLS, PHILA HIGH SCHOOL FOR",PHILADELPHIA HIGH SCHOOL FOR GIRLS,1400 W OLNEY AVE,19141,(215) 400-3700,HIGH SCHOOL,9-12,592,1,DISTRICT,289,13677.06640625,882.167109850978
126515001,3727,6390,"STEEL, EDWARD SCHOOL",EDWARD T. STEEL SCHOOL,4301 WAYNE AVE,19140,(215) 400-3910,ELEMENTARY/MIDDLE,K-8,331,1,DISTRICT,290,22617.140625,681.916179080539
114514135,8083,3399,SANKOFA FREEDOM ACADEMY,SANKOFA FREEDOM ACADEMY CHARTER SCHOOL,2501 KENSINGTON AVE,19125,(215) 288-2001,ELEMENTARY/MIDDLE/HIGH,K-12,647,2,CHARTER,291,20728.1328125,577.926335249908
326514508,,,CB COMMUNITY SCHOOLS,CB COMMUNITY SCHOOLS,4101 FREELAND AVE,19128,(267) 766-3130,HIGH SCHOOL,9-12,,3,PRIVATE,292,9178.6015625,435.542251163766
126515001,4727,8420,"DECATUR, STEPHEN SCHOOL",STEPHEN DECATUR SCHOOL,3500 ACADEMY RD,19154,(215) 400-3050,ELEMENTARY/MIDDLE,K-8,1041,1,DISTRICT,293,214018.55859375,1894.34968285555
126513380,7639,3337,GLOBAL LEADERSHIP ACADEMY,GLOBAL LEADERSHIP ACADEMY CHARTER SCHOOL,4601 W GIRARD AVE,19131,(215) 477-6672,ELEMENTARY/MIDDLE,K-8,704,2,CHARTER,294,16207.38671875,532.064639091343
126515001,5123,5470,"CRAMP, WILLIAM SCHOOL",WILLIAM CRAMP SCHOOL,3449 N MASCHER ST,19140,(215) 400-3860,ELEMENTARY SCHOOL,K-5,317,1,DISTRICT,295,17091.3515625,570.277585175868
126515001,3745,7470,BRIDESBURG SCHOOL,BRIDESBURG SCHOOL,2824 JENKS ST,19137,(215) 400-7240,ELEMENTARY/MIDDLE,K-8,522,1,DISTRICT,296,8925.4765625,622.400914896205
126513250,7584,3329,YOUNG SCHOLARS CHARTER SCHOOL,YOUNG SCHOLARS CHARTER SCHOOL,900 N MARSHALL ST,19123,(215) 232-9727,MIDDLE SCHOOL,6-8,285,2,CHARTER,297,4386.7265625,293.226897335658
126512960,7540,3313,PREPARATORY CHARTER SCHOOL,"PREPARATORY CHARTER SCHOOL OF MATHEMATICS, SCIENCE, TECHNOLOGY AND CAREERS",1928 POINT BREEZE AVE,19145,(215) 334-6144,HIGH SCHOOL,9-12,590,2,CHARTER,298,23886.62890625,608.793474565075
226511952,,,GREENE STREET FRIENDS SCHOOL,GREENE STREET FRIENDS SCHOOL,5511 GREENE ST,19144,(215) 438-7000,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,299,24189.08984375,888.587370563796
126515001,3766,8270,"HOLME, THOMAS SCHOOL",THOMAS HOLME SCHOOL,9125 ACADEMY RD,19114,(215) 400-3130,ELEMENTARY/MIDDLE,K-8,787,1,DISTRICT,300,100869.19921875,1540.98034204776
126513117,,3440,MAST COMMUNITY CHARTER II,MAST COMMUNITY CHARTER SCHOOL II,6501 NEW STATE RD,19135,(267) 526-0005,ELEMENTARY/MIDDLE/HIGH,3-12,1903,2,CHARTER,301,126447.6015625,2071.00228648525
126510002,7678,3361,MASTERY CHARTER-LENFEST CAMPUS,MASTERY CHARTER SCHOOL AT LENFEST,35 S 4TH ST,19106,(215) 922-1902,MIDDLE/HIGH,7-12,614,2,CHARTER,302,3440.26953125,240.622335174198
,,3810,ONE BRIGHT RAY-ELMWOOD CAMPUS,ONE BRIGHT RAY - ELMWOOD CAMPUS,6404 ELMWOOD AVE,19142,(215) 488-1177,HIGH SCHOOL,9-12,102,1,CONTRACTED,303,3584.79296875,259.201058630999
126512850,7511,3302,HARAMBEE INSTITUTE OF SCIENCE,HARAMBEE INSTITUTE OF SCIENCE AND TECHNOLOGY CHARTER SCHOOL,640 N 66TH ST,19151,(215) 472-8770,ELEMENTARY/MIDDLE,K-8,555,2,CHARTER,304,6880.2734375,366.981094549795
226519162,,,ST PETERS SCHOOL,ST PETER'S SCHOOL,311-21 LOMBARD ST,19147,(215) 925-3963,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,305,2867.015625,250.649318270074
126515001,7242,7110,"HARDING, WARREN G. MIDDLE SCHOOL",WARREN G. HARDING SCHOOL,2000 WAKELING ST,19124,(215) 400-3990,MIDDLE SCHOOL,6-8,522,1,DISTRICT,306,60438.75390625,1126.52981050794
126515001,3613,1400,"PATTERSON, JOHN M. SCHOOL",JOHN M. PATTERSON SCHOOL,7000 BUIST AVE,19142,(215) 400-8190,ELEMENTARY SCHOOL,K-4,353,1,DISTRICT,307,10524.29296875,458.116949715799
,,8890,ONE BRIGHT RAY-SIMPSON CAMPUS,ONE BRIGHT RAY - SIMPSON CAMPUS,1142 E ERIE AVE,19124,(215) 744-6000,HIGH SCHOOL,9-12,226,1,CONTRACTED,308,6152.1484375,395.611377422903
300513890,,,GREEN TREE SCHOOL,GREEN TREE SCHOOL,1196 E WASHINGTON LN,19138,(215) 866-0200,SPECIAL CENTER,UNGRADED,,3,PRIVATE,309,19916.7109375,616.857127329745
300517000,,,PENNSYLVANIA SCHOOL FOR THE DEAF,PENNSYLVANIA SCHOOL FOR THE DEAF,100-52 W SCHOOL HOUSE LA,19144,(215) 951-4700,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE,310,42697.1640625,855.301668945935
126515001,8039,8040,ARTS ACADEMY AT BENJAMIN RUSH,ARTS ACADEMY AT BENJAMIN RUSH,11081 KNIGHTS RD,19154,(215) 400-3030,HIGH SCHOOL,9-12,602,1,DISTRICT,311,103879.8984375,1432.31418283258
185515523,7981,3388,BOYS LATIN OF PHILADELPHIA CHARTER,BOYS LATIN OF PHILADELPHIA CHARTER SCHOOL,5501 CEDAR AVE,19143,(215) 387-5149,HIGH SCHOOL,9-12,754,2,CHARTER,312,20070.04296875,608.529326816832
226514352,,,NAZARETH ACADEMY GRADE SCHOOL,NAZARETH ACADEMY GRADE SCHOOL,4701 GRANT AVE,19114,(215) 637-7777,ELEMENTARY/MIDDLE,1-8,,3,PRIVATE,313,36863.0390625,1171.05578576042
300515320,,,PRODIGY LEARNING CENTERS,PRODIGY LEARNING CENTERS,3345 W HUNTING PARK AVE,19132,(215) 228-7678,PRE-K/ELEMENTARY,PREK-5,,3,PRIVATE,314,6381.91015625,335.01996986179
126515001,7903,1030,HIGH SCHOOL OF THE FUTURE,HIGH SCHOOL OF THE FUTURE,4021 PARKSIDE AVE,19104,(215) 400-7790,HIGH SCHOOL,9-12,648,1,DISTRICT,315,82500.56640625,1913.13382681791
226515462,,,PHILADELPHIA SCHOOL,PHILADELPHIA SCHOOL,2501-29 LOMBARD ST,19146,(215) 545-5323,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,316,4438.14453125,338.803769144937
326514392,,,K012 KIDS SCHOOL,K012 KIDS SCHOOL,1112 CHESTNUT ST,19107,(215) 545-2930,PRE-K/ELEMENTARY,PREK-3,,3,PRIVATE,317,5661.1484375,359.387314080342
226511602,,,FATHER JUDGE HIGH SCHOOL,FATHER JUDGE HIGH SCHOOL,3301 SOLLY AVE,19136,(215) 338-9494,HIGH SCHOOL,9-12,,3,ARCHDIOCESE,318,36646.6875,809.981536850308
126515001,3783,1390,"POWEL, SAMUEL SCHOOL",SAMUEL POWEL SCHOOL,3610 WARREN ST,19104,(215) 400-7740,ELEMENTARY SCHOOL,K-4,342,1,DISTRICT,319,12435.45703125,479.644781784987
126515001,,2050,SCIENCE LEADERSHIP ACADEMY MIDDLE SCHOOL,SCIENCE LEADERSHIP ACADEMY MIDDLE SCHOOL,3610 WARREN ST,19104,(215) 400-8320,MIDDLE SCHOOL,5-8,351,1,DISTRICT,320,12435.45703125,479.644781784987
126513000,7546,3312,MULTI-CULTURAL ACADEMY,MULTICULTURAL ACADEMY CHARTER SCHOOL,3821 N BROAD ST,19140,(215) 457-6666,HIGH SCHOOL,9-12,261,2,CHARTER,321,3206.01953125,238.725395563142
126515001,5040,4460,"DUCKREY, TANNER SCHOOL",TANNER G. DUCKREY SCHOOL,1501 W DIAMOND ST,19121,(215) 400-7350,ELEMENTARY/MIDDLE,K-8,402,1,DISTRICT,322,31638.7421875,716.782569718789
126515001,3842,5060,"MASTBAUM, JULES E. HIGH SCHOOL",JULES E. MASTBAUM AREA VOCATIONAL TECHNICAL HIGH SCHOOL,3116 FRANKFORD AVE,19134,(215) 400-7220,HIGH SCHOOL,9-12,676,1,DISTRICT,323,13918.875,527.703668862547
126515001,7368,7500,FELTONVILLE ARTS & SCIENCES,FELTONVILLE SCHOOL OF ARTS AND SCIENCES,210 E COURTLAND ST,19120,(215) 400-3810,MIDDLE SCHOOL,6-8,505,1,DISTRICT,324,14296.12109375,544.441848686068
126515001,7226,2190,"FELL, D. NEWLIN SCHOOL",D. NEWLIN FELL SCHOOL,900 W OREGON AVE,19148,(215) 400-8260,ELEMENTARY/MIDDLE,K-8,519,1,DISTRICT,325,5821.3125,348.157126444059
126510023,7910,3385,MASTERY CHARTER-THOMAS CAMPUS,MASTERY CHARTER SCHOOL AT THOMAS CAMPUS,927 JOHNSTON ST,19148,(267) 236-0036,ELEMENTARY/MIDDLE/HIGH,K-12,1269,2,CHARTER,326,10048.72265625,493.462852869805
126515001,3816,7120,"FELS, SAMUEL HIGH SCHOOL",SAMUEL FELS HIGH SCHOOL,5500 LANGDON ST,19124,(215) 400-7100,HIGH SCHOOL,9-12,1228,1,DISTRICT,327,159305.47265625,1733.11711535412
126517442,8251,3421,UNIVERSAL CREIGHTON CHARTER,UNIVERSAL CHARTER SCHOOL AT CREIGHTON,5401 TABOR AVE,19120,(215) 537-2531,ELEMENTARY/MIDDLE,K-8,652,2,CHARTER,328,15521.61328125,554.969010209298
126515001,7175,5170,"DEBURGOS, J. ELEMENTARY",JULIA DE BURGOS SCHOOL,401 W LEHIGH AVE,19133,(215) 400-7080,ELEMENTARY/MIDDLE,K-8,512,1,DISTRICT,329,16633.31640625,567.497513058824
,,,,JAMES LOGAN SCHOOL,1700 LINDLEY AVE,19141,(215) 400-3670,ELEMENTARY SCHOOL,K-5,223,1,DISTRICT,330,25179.21875,644.500810370863
126515001,6996,2020,CREATIVE AND PERFORMING ARTS,HIGH SCHOOL FOR CREATIVE AND PERFORMING ARTS SCHOOL,901 S BROAD ST,19147,(215) 400-8140,HIGH SCHOOL,9-12,597,1,DISTRICT,331,19116.8046875,559.318733027542
126512840,7510,3301,COMMUNITY ACADEMY OF PHILADELPHIA,COMMUNITY ACADEMY OF PHILADELPHIA CHARTER SCHOOL,1100 E ERIE AVE,19124,(215) 533-6700,ELEMENTARY/MIDDLE/HIGH,K-12,1251,2,CHARTER,332,42952.11328125,977.530884614301
226515392,,,QUBA INSTITUTE OF ARABIC & ISLAMIC STUDIES,QUBA INSTITUTE OF ARABIC & ISLAMIC STUDIES,4637 LANCASTER AVE,19131,(215) 473-8589,ELEMENTARY/MIDDLE,K-8,,3,PRIVATE,333,253.90625,85.4378821113119
126515001,3732,7200,BARTON SCHOOL,CLARA BARTON SCHOOL,4600 ROSEHILL ST,19120,(215) 400-3720,ELEMENTARY SCHOOL,K-2,423,1,DISTRICT,334,21839.10546875,612.091818047594
126515001,7850,5050,PHILADELPHIA MILITARY ACADEMY,PHILADELPHIA MILITARY ACADEMY,2118 N 13TH ST,19122,(215) 400-7420,HIGH SCHOOL,9-12,264,1,DISTRICT,335,13315.08984375,494.689094165705
126510929,3446,,PHILADELPHIA HEBREW PUBLIC CHARTER SCHOOL,PHILADELPHIA HEBREW PUBLIC CHARTER SCHOOL,3300 HENRY AVE,19129,(267) 225-1511,ELEMENTARY SCHOOL,K-2,614,2,CHARTER,336,89499.1796875,1200.67186608013
126510007,7724,3362,WISSAHICKON CHARTER SCHOOL,WISSAHICKON CHARTER SCHOOL,4700 WISSAHICKON AVE,19144,(267) 338-1020,ELEMENTARY/MIDDLE,K-8,998,2,CHARTER,337,117288.80859375,1523.60845541872
126515001,3861,6040,"SAUL, WALTER B. HIGH SCHOOL",WALTER B. SAUL HIGH SCHOOL,7100 HENRY AVE,19128,(215) 400-3450,HIGH SCHOOL,9-12,406,1,DISTRICT,338,155126.3203125,1763.92545658594
126515001,6527,8030,"WASHINGTON, GEORGE HIGH SCHOOL",GEORGE WASHINGTON HIGH SCHOOL,10175 BUSTLETON AVE,19116,(215) 400-3100,HIGH SCHOOL,9-12,1795,1,DISTRICT,339,208857.828125,2006.74992139419
126515001,7780,1050,"ROBESON, PAUL HIGH SCHOOL",PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,4125 LUDLOW ST,19104,(215) 400-7780,HIGH SCHOOL,9-12,300,1,DISTRICT,340,6312.8515625,410.173844768612
126515001,7072,8090,SWENSON ARTS/TECH HIGH SCHOOL,SWENSON ARTS AND TECHNOLOGY HIGH SCHOOL,2750 RED LION RD,19114,(215) 400-3140,HIGH SCHOOL,9-12,780,1,DISTRICT,341,74165.1875,1088.31258018342
126515001,4732,1470,"LOCKE, ALAIN SCHOOL",ALAIN LOCKE SCHOOL,4550 HAVERFORD AVE,19139,(215) 400-7670,ELEMENTARY/MIDDLE,K-8,276,1,DISTRICT,342,29365.04296875,682.401676279964
